study,year,esID,yi,vi,group,time,mT,sdT,nT,mC,sdC,nC,formula,outcome,cont.type,last_treat_2_test_time,treatments,cf.timely,ssci,setting,ed.level,Age,profic,motivation,Ss.aware,random.grp,equiv.grp,rel.inter,rel.intra,genre,sourced,timed,Location,Length,instruction,graded,acc.measure,cf.training,error.type,cf.scope,cf.type,error.key,cf.provider,cf.revision,cf.oral,n_outcome,sign_.
Van Beuningen et al a,2008,374,-0.492497516188173,0.117844139302341,1,1,1.11,0.6,18,1.41,0.59,17,perror,3,2,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,4,FALSE
Van Beuningen et al a,2008,375,-0.844529429232449,0.138128345059747,1,1,1.11,0.6,18,1.76,0.91,14,perror,4,0,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,4,FALSE
Van Beuningen et al a,2008,376,0.140707913531437,0.119589403215952,2,1,1.43,0.78,15,1.32,0.75,19,perror,1,2,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,4,FALSE
Van Beuningen et al a,2008,377,-0.652999940599065,0.151204188633,2,1,1.43,0.78,15,1.9,0.59,13,perror,2,0,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,4,FALSE
Van Beuningen et al a,2008,378,-0.226953418612877,0.118404527267942,2,1,1.29,0.43,17,1.41,0.59,17,perror,3,2,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,4,FALSE
Van Beuningen et al a,2008,379,-0.665371905638355,0.137392742337317,2,1,1.29,0.43,17,1.76,0.91,14,perror,4,0,2,1,99,0,2,1,1,99,99,99,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,4,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Beuningen et al b,2012,380,-0.0627851881270931,0.0580117583486743,1,0,0.55,0.31,35,0.53,0.32,34,perror,1,2,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,2,TRUE
Van Beuningen et al b,2012,381,-0.0885727379709553,0.059879974317038,1,0,0.55,0.31,35,0.52,0.36,32,perror,2,0,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,2,TRUE
Van Beuningen et al b,2012,382,0.182497200231624,0.059963341487214,2,0,0.47,0.33,33,0.53,0.32,34,perror,1,2,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,2,TRUE
Van Beuningen et al b,2012,383,0.143157672822309,0.0617106773744756,2,0,0.47,0.33,33,0.52,0.36,32,perror,2,0,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,2,TRUE
Van Beuningen et al b,2012,384,0.399162483528395,0.0591377634820685,1,1,0.49,0.33,35,0.64,0.41,34,perror,1,2,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,2,TRUE
Van Beuningen et al b,2012,385,0.51161553071262,0.0617747901480431,1,1,0.49,0.33,35,0.69,0.44,32,perror,2,0,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,2,TRUE
Van Beuningen et al b,2012,386,0.36903799416704,0.0607311311368143,2,1,0.51,0.27,33,0.64,0.41,34,perror,1,2,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,2,TRUE
Van Beuningen et al b,2012,387,0.488967583623183,0.0633921787479095,2,1,0.51,0.27,33,0.69,0.44,32,perror,2,0,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,2,TRUE
Van Beuningen et al b,2012,388,0.628288296732774,0.0608436728701469,1,2,0.39,0.26,35,0.6,0.39,34,perror,1,2,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,2,TRUE
Van Beuningen et al b,2012,389,0.883567422925136,0.0656474837270596,1,2,0.39,0.26,35,0.72,0.46,32,perror,2,0,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,2,TRUE
Van Beuningen et al b,2012,390,0.304333169607012,0.06040597917401,2,2,0.49,0.32,33,0.6,0.39,34,perror,1,2,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,2,TRUE
Van Beuningen et al b,2012,391,0.575114713663725,0.0640973144097419,2,2,0.49,0.32,33,0.72,0.46,32,perror,2,0,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,2,TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Beuningen et al c,2012,392,-0.22866240667366,0.0586559146808371,1,0,0.43,0.27,32,0.37,0.25,37,perror,1,2,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,2,TRUE
Van Beuningen et al c,2012,393,-0.219685756120585,0.0593826441854415,1,0,0.43,0.27,32,0.37,0.27,36,perror,2,0,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,2,TRUE
Van Beuningen et al c,2012,394,0.28157486523058,0.0621104250774865,2,0,0.3,0.24,29,0.37,0.25,37,perror,1,2,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,2,TRUE
Van Beuningen et al c,2012,395,0.269012071523877,0.0628172094340487,2,0,0.3,0.24,29,0.37,0.27,36,perror,2,0,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,2,TRUE
Van Beuningen et al c,2012,396,0.371723040774175,0.059278317020087803,1,1,0.32,0.22,32,0.42,0.3,37,perror,1,2,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,2,TRUE
Van Beuningen et al c,2012,397,0.526407538592559,0.0610653137828298,1,1,0.32,0.22,32,0.44,0.23,36,perror,2,0,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,2,TRUE
Van Beuningen et al c,2012,398,0.206410553938512,0.0618325531990591,2,1,0.36,0.27,29,0.42,0.3,37,perror,1,2,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,2,TRUE
Van Beuningen et al c,2012,399,0.317986917428867,0.0630383493188975,2,1,0.36,0.27,29,0.44,0.23,36,perror,2,0,2,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,2,TRUE
Van Beuningen et al c,2012,400,0.206813366056158,0.0585869673776029,1,2,0.39,0.34,32,0.46,0.33,37,perror,1,2,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,2,TRUE
Van Beuningen et al c,2012,401,0.206696851669011,0.0593419218107916,1,2,0.39,0.34,32,0.45,0.23,36,perror,2,0,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,88,88,1,0,2,TRUE
Van Beuningen et al c,2012,402,0.309780114475619,0.0622367835213873,2,2,0.37,0.22,29,0.46,0.33,37,perror,1,2,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,2,TRUE
Van Beuningen et al c,2012,403,0.350352769039644,0.06320474457365,2,2,0.37,0.22,29,0.45,0.23,36,perror,2,0,3,1,99,1,2,1,1,77,99,99,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,2,1,88,1,0,2,TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wagner,2016,404,-0.0356897789110568,0.1002665485704,1,0,2.1,2.6,21,2,2.9,19,nerror,1,1,3,3,1,2,2,1,1,2,0,99,0,0,0,0,2,0,1,0,2,0,99,4,1,0,0,2,1,1,1,0,1,TRUE
Wagner,2016,405,0.35786609808098,0.101851478368362,1,1,1.2,1.6,21,2,2.7,19,nerror,1,1,3,3,1,2,2,1,1,2,0,99,0,0,0,0,2,0,1,0,2,0,99,4,1,0,0,2,1,1,1,0,1,TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wang,2017,406,-0.443019920025121,0.0585447617824218,1,0,16.5,10.98,35,11,13.45,35,perror,1,1,3,3,0,0,2,2,2,99,99,99,0,0,0,0,2,0,1,0,3,2,99,0,99,0,0,1,88,1,1,0,1,TRUE
Wang,2017,407,-0.517136387666639,0.0590530717389207,2,0,18.2,14.08,35,11,13.45,35,perror,1,1,3,3,0,0,2,2,2,99,99,99,0,0,0,0,2,0,1,0,3,2,99,0,99,0,0,0,88,1,1,0,1,TRUE
Wang,2017,408,-0.0569616638098413,0.0571660330795998,1,1,6.1,5.91,35,5.6,10.76,35,perror,1,1,3,3,0,0,2,2,2,99,99,99,0,0,0,0,2,0,1,0,3,2,99,0,99,0,0,1,88,1,1,0,1,TRUE
Wang,2017,409,-0.0945442714298422,0.0572067044232871,2,1,6.5,7.84,35,5.6,10.76,35,perror,1,1,3,3,0,0,2,2,2,99,99,99,0,0,0,0,2,0,1,0,3,2,99,0,99,0,0,0,88,1,1,0,1,TRUE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yu & Cheng,2017,410,-0.62808895356328,0.0700282875833871,1,0,76.03,14.16,31,84.24,11.4,29,TLU,1,1,1,3,0,0,2,2,2,1,99,0,0,1,1,0,2,1,1,0,1,0,1,1,99,1,2,8,88,0,1,0,1,FALSE
Yu & Cheng,2017,411,-0.134762048650559,0.0668921632181228,1,1,76.45,15.52,31,78.31,11.24,29,TLU,1,1,1,3,0,0,2,2,2,1,99,0,0,1,1,0,2,1,1,0,1,0,1,1,99,1,2,8,88,0,1,0,1,FALSE
Yu & Cheng,2017,412,-0.312303842675796,0.0675536038880692,1,2,82,11.28,31,85.34,9.72,29,TLU,1,1,2,3,0,0,2,2,2,1,99,0,0,1,1,0,2,1,1,0,1,0,1,1,99,1,2,8,88,0,1,0,1,FALSE
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zhang,2017,413,-0.0630854636703089,0.0666998314643874,1,0,5.17,1.577,30,5.07,1.552,30,pcorrectTunit,1,0,2,2,2,1,2,2,2,1,99,99,1,1,1,0,2,1,1,0,2,2,1,0,99,0,0,0,88,1,2,0,1,TRUE
Zhang,2017,414,-0.877325471216197,0.0730808331870393,1,1,6.97,1.402,30,5.73,1.388,30,pcorrectTunit,1,0,2,2,2,1,2,2,2,1,99,99,1,1,1,0,2,1,1,0,2,2,1,0,99,0,0,0,88,1,2,0,1,TRUE
Zhang,2017,415,-0.935287405296949,0.0739563544208925,1,2,6.73,1.081,30,5.67,1.155,30,pcorrectTunit,1,0,3,2,2,1,2,2,2,1,99,99,1,1,1,0,2,1,1,0,2,2,1,0,99,0,0,0,88,1,2,0,1,TRUE
